Sad - Was this caused by a specific event/s?,Sad - Was this caused by a recent or distant event (or events)?,Sad - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Sad - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Sad - Thank you. Now I will ask some questions to understand your situation.,Sad - Have you strongly felt or expressed any of the following emotions towards someone:,Sad - Do you believe that you should be the saviour of someone else?,"Sad - Do you see yourself as the victim, blaming someone else for how negative you feel?",Sad - Do you feel that you are trying to control someone?,Sad - Are you always blaming and accusing yourself for when something goes wrong?,"Sad - In previous conversations, have you considered other viewpoints presented?",Sad - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Angry - Was this caused by a specific event/s?,Angry - Was this caused by a recent or distant event (or events)?,Angry - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Angry - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Angry - Thank you. Now I will ask some questions to understand your situation.,Angry - Have you strongly felt or expressed any of the following emotions towards someone:,Angry - Do you believe that you should be the saviour of someone else?,"Angry - Do you see yourself as the victim, blaming someone else for how negative you feel?",Angry - Do you feel that you are trying to control someone?,Angry - Are you always blaming and accusing yourself for when something goes wrong?,"Angry - In previous conversations, have you considered other viewpoints presented?",Angry - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Anxious - Was this caused by a specific event/s?,Anxious - Was this caused by a recent or distant event (or events)?,Anxious - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Anxious - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Anxious - Thank you. Now I will ask some questions to understand your situation.,Anxious - Have you strongly felt or expressed any of the following emotions towards someone:,Anxious - Do you believe that you should be the saviour of someone else?,"Anxious - Do you see yourself as the victim, blaming someone else for how negative you feel?",Anxious - Do you feel that you are trying to control someone?,Anxious - Are you always blaming and accusing yourself for when something goes wrong?,"Anxious - In previous conversations, have you considered other viewpoints presented?",Anxious - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Happy - That's Good! Let me recommend a protocol you can attempt.,All emotions - From what you have said I believe you are feeling {}. Is this correct?,All emotions - I am sorry. Please select from the emotions below the one that best reflects what you are feeling:,All emotions - Thank you for taking part. See you soon,"All emotions - Here are my recommendations, please select the protocol that you would like to attempt","All emotions - Please try to go through this protocol now. When you finish, press 'continue'",All emotions - Do you feel better or worse after having taken this protocol?,All emotions - Would you like to attempt another protocol? (Patient feels better),All emotions - Would you like to attempt another protocol? (Patient feels worse)
,,,,"I'd like you to provide me with some more information now, if it's all right with you. ",,,,,,,,,,,,,,,,,,,,I hope you can cope. Do you mind if I ask you whether a particular event or issue has caused your anxiety? ,,,,"I'm here for you, thanks for sharing with me. Is it OK if I continue to ask you some more questions so I can get a clearer understanding of your situation? ",,,,,,,,"It is great to see you so positive today. May I suggest a protocol to help enhance and maintain good feelings, it may really help? ",,"Ah, I apologise. Please read the below emotions and select the one that best fits how you feel: ","Your participation has been invaluable and really appreciated, thank you for your time. Talk again soon. ",I have a few protocols that may be suitable for you. Feel free to pick which protocol you'd like to try. ,Select 'continue' when you are ready. ,"Thank you very much for taking this protocol. What are your initial feelings now you have finished, do you feel better or worse? ",I'm pleased that helped. Would you like to try another protocol? ,I'm sorry it did not work for you. Would you like to try another protocol? 
,,,,"To understand the reason why you are feeling this way in detail, I would now like to ask you some questions, if I may. ",,,,,,,,,,,,,,,,,,,,"I hope you can cope. Was this feeling caused by something beyond your control? Don't worry, we will try and work it out.",,,,"I'm here for you, thanks for sharing with me. I'm just going to ask a few more questions to figure out what's the best way to help you through this. ",,,,,,,,"It is great to see you so positive today. Feeling happy/content is something we all want to maintain, so may I recommend a therapeutic protocol you may use to enhance and maintain that positive feeling? I hope it could inspire you and brighten your day even more.",,"Ah, I apologise. Which of the emotions off this list best describes what you are experiencing? ","Your participation has been invaluable and really appreciated, thank you for your time. I look forward to our next session. ",I have a few protocols that may be suitable for you. Would you like to choose one to try? ,"When you finish, press the 'continue' button. ",Thank you very much for taking this protocol. Did the protocol help you feel better or did it have the opposite effect? I hope it did help. ,I'm pleased that helped. Would you like to also try a different one? ,I'm sorry it did not work for you. Would you like to try another? 
,,,,Please let me ask you a few questions to better understand how I can help. ,,,,,,,,,,,,,,,,,,,,I hope you can cope. Was this feeling caused by something beyond your control? ,,,,"I'm here for you, thanks for sharing with me. Shall we talk further to help me understand how I can support you in your situation? ",,,,,,,,"It is great to see you so positive today. Feeling happy/content is something we all want to maintain, so may I recommend a therapeutic protocol you may use to enhance and maintain that positive feeling? ",,"Ah, I apologise. Can you let me know how you feel by choosing the correct emotion from the list below? ","Your participation has been invaluable and really appreciated, thank you for your time. I really would like to see you again soon, so please drop by when you can. ",I have a few protocols that may be suitable for you. Please select the one which you think is best suited for you. ,"Once you have finished, all you need to do is press 'continue'. ",Thank you very much for taking this protocol. Did the protocol help you feel better or did it have the opposite effect? I hope it has helped. ,I'm pleased that helped. Would you like to also try a different one? ,I'm sorry it did not work for you. Would you like to try another? 
,,,,I would now like to ask some questions to further understand your dilemma. ,,,,,,,,,,,,,,,,,,,,"I hope you can cope. What happened, did something in particular upset you? Don't worry, we will try and work it out.",,,,"I'm here for you, thanks for sharing with me. So if it's okay, let me ask some questions to try and understand things a little more. ",,,,,,,,"It is great to see you so positive today. I could still recommend a protocol that can help build on this good feeling, if you would like to hear about it. I hope it could inspire you and brighten your day even more.",,"Ah, I apologise. Could you please select from the emotions below the one that best reflects what you are feeling, so I can understand it better? ","Your participation has been invaluable and really appreciated, thank you for your time. I look forward to more fruitful engagements with you in the future. ",I have a few protocols that may be suitable for you. Please tell me which protocol you would like to try. ,Once you have finished please press 'continue'. ,Thank you very much for taking this protocol. Did the protocol help you feel better or did it have the opposite effect? I hope that it will have been of benefit to you. ,I'm pleased that helped. Would you like to try an additional protocol? ,"I'm sorry it did not work for you. We could work through some other protocol, if you like. "
,,,,I would like to ask you some questions so I could know your situation better. ,,,,,,,,,,,,,,,,,,,,"I hope you can cope. What happened, did something in particular upset you? ",,,,"I'm here for you, thanks for sharing with me. Do you mind if I ask you a few more questions? ",,,,,,,,"It is great to see you so positive today. I could still recommend a protocol that can help build on this good feeling, if you would like to hear about it. ",,"Ah, I apologise. Could you please help me by selecting the option from the list that best matches how you're feeling? ","Your participation has been invaluable and really appreciated, thank you for your time. I'm looking forward to seeing you again soon, take care. ",I have a few protocols that may be suitable for you. Please select the protocol that you would like to try: ,"Then when you finish, just press 'continue'. ",Thank you very much for taking this protocol. Did the protocol help you feel better or did it have the opposite effect? ,I'm pleased that helped. Would you like to try an additional protocol? ,"I'm sorry it did not work for you. We could work through some other protocol, if you like. "
,,,,"I'd like to ask you some more questions, so that I can understand the situation a bit better. ",,,,,,,,,,,,,,,,,,,,"I hope you can cope. Is there anything in particular that made you feel like this? Don't worry, we will try and work it out.",,,,"I'm here for you, thanks for sharing with me. If I may, I'd like to ask you some more questions, if that is OK with you. ",,,,,,,,It is great to see you so positive today. Can I recommend a protocol to enhance that? I hope it could inspire you and brighten your day even more.,,"Ah, I apologise. Would you kindly choose from the list below how you are actually feeling? ","Your participation has been invaluable and really appreciated, thank you for your time. I hope to see you soon. ",I have a few protocols that may be suitable for you. It's your choice which protocol you want to follow. ,"When you're done, just hit 'continue'. ",Thank you very much for taking this protocol. How are you feeling now? I hope it did help. ,"I'm pleased that helped. Do you think it would be helpful if you were to attempt another protocol and if so, would you like to try another one now? ",I'm sorry it did not work for you. What about trying a different protocol and seeing if that makes you feel better? 
,,,,I'd like to ask a few more questions to get to know your situation better. ,,,,,,,,,,,,,,,,,,,,I hope you can cope. Is there anything in particular that made you feel like this? ,,,,"I'm here for you, thanks for sharing with me. Do you mind if I ask you some more questions? ",,,,,,,,It is great to see you so positive today. Can I recommend a protocol to enhance that? ,,"Ah, I apologise. Just to avoid any further confusion, please select from the emotions below the one that best reflect your current feelings: ","Your participation has been invaluable and really appreciated, thank you for your time. I look forward to seeing you in the near future. ",I have a few protocols that may be suitable for you. Which of the following would you like to explore? ,"When you are done, press 'continue'. ",Thank you very much for taking this protocol. How are you feeling now? I hope it has helped. ,"I'm pleased that helped. Do you think it would be helpful if you were to attempt another protocol and if so, would you like to try another one now? ",I'm sorry it did not work for you. What about trying a different protocol and seeing if that makes you feel better? 
,,,,I'd like to ask you some more questions which might help me understand. ,,,,,,,,,,,,,,,,,,,,"I hope you can cope. Was there anything in particular that caused you to feel this way? Don't worry, we will try and work it out.",,,,"I'm here for you, thanks for sharing with me. I'd now like to move on and ask you some more questions to better understand your feelings at the moment. ",,,,,,,,It is great to see you so positive today. May I recommend a protocol that is suitable for your current mood? I hope it could inspire you and brighten your day even more.,,"Ah, I apologise. Please tell me, which of these emotions below are you experiencing? ","Your participation has been invaluable and really appreciated, thank you for your time. I look forward to another session soon. ",I have a few protocols that may be suitable for you. Which protocol would you like to try? ,"When you finish, please press ""continue"". ",Thank you very much for taking this protocol. How are you feeling now? I hope that it will have been of benefit to you. ,I'm pleased that helped. Do you think you might like to do another protocol? ,I'm sorry it did not work for you. Would you like to attempt another one which hopefully will be much more helpful to you? 
,,,,I have a couple of questions to help me understand your situation. ,,,,,,,,,,,,,,,,,,,,I hope you can cope. Was there anything in particular that caused you to feel this way? ,,,,"I'm here for you, thanks for sharing with me. Can I ask a few questions to help me understand what's going on? ",,,,,,,,It is great to see you so positive today. May I recommend a protocol that is suitable for your current mood? ,,"Ah, I apologise. Which of these emotions are you feeling currently, in your opinion? ","Your participation has been invaluable and really appreciated, thank you for your time. I hope I will see you soon, bye! ",I have a few protocols that may be suitable for you. Could you look through them and tell me which one you think would be most beneficial for you and that you would like to try? ,"When you have finished, please could you press the 'continue' button. ",Thank you very much for taking this protocol. How are you feeling now? ,I'm pleased that helped. Do you think you might like to do another protocol? ,I'm sorry it did not work for you. Would you like to attempt another one which hopefully will be much more helpful to you? 
,,,,Let's talk about this some more. ,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Do you think this could be linked with any particular event? Don't worry, we will try and work it out.",,,,"Okay, thanks. Would you like to talk some more so that I can provide some useful suggestions to you? ",,,,,,,,"It's a great feeling. Your current state of wellbeing would really give you a good foundation for trying a protocol which could help you to consolidate and build on the positive elements in your life, helping you to maximise your potential for happiness, shall we try it? I hope it could inspire you and brighten your day even more.",,Sorry about that. Would you like to pick out the kind of emotion you are feeling from this list? ,Really hope to see you again soon! ,So this is what I would like to recommend to you today. I'd be interested to know which protocol you would like to try. ,"Try this protocol, and when you have worked through it, press 'continue'. ",Thank you very much for taking this protocol. Do you feel any better or worse? I hope it did help. ,Great! Do you think you might like to try another and see how that goes? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. There are other protocols that might work better for you, do you want to try one? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Do you think this could be linked with any particular event? ",,,,"Okay, thanks. May I ask you some more questions, so that hopefully I can help you deal with this negative feeling? ",,,,,,,,"It's a great feeling. Your current state of wellbeing would really give you a good foundation for trying a protocol which could help you to consolidate and build on the positive elements in your life, helping you to maximise your potential for happiness, shall we try it? ",,"Sorry about that. Please give me a bit of help to make sure I do understand, you can select from this list of emotions the one that best describes what you're feeling: ",Talk again soon. ,So this is what I would like to recommend to you today. Would you like to select one? ,,Thank you very much for taking this protocol. Do you feel any better or worse? I hope it has helped. ,Great! Do you think you might like to try another and see how that goes? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. There are other protocols that might work better for you, do you want to try one? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Is it something specific that has caused you to feel this way? Don't worry, we will try and work it out.",,,,"Okay, thanks. To understand your situation more clearly I would like to ask you some more questions. ",,,,,,,,It's a great feeling. Do you think you might like to try a protocol today? I hope it could inspire you and brighten your day even more.,,Sorry about that. What emotion would you say you are feeling at the moment? ,I look forward to our next session. ,So this is what I would like to recommend to you today. Would you be kind enough to look at them and select a protocol which you would like to attempt? ,,Thank you very much for taking this protocol. Do you feel any better or worse? I hope that it will have been of benefit to you. ,Great! Would you like to try another protocol and see if it also makes you feel better? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to try another and see if it helps? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Is it something specific that has caused you to feel this way? ",,,,"Okay, thanks. Is it OK if I continue to ask you some more questions so I can get a clearer understanding of your situation? ",,,,,,,,It's a great feeling. Do you think you might like to try a protocol today? ,,Sorry about that. Please read the below emotions and select the one that best fits how you feel: ,"I really would like to see you again soon, so please drop by when you can. ",So this is what I would like to recommend to you today. Feel free to pick which protocol you'd like to try. ,,Thank you very much for taking this protocol. Do you feel any better or worse? ,Great! Would you like to try another protocol and see if it also makes you feel better? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to try another and see if it helps? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Is there something in particular that caused your feeling? Don't worry, we will try and work it out.",,,,"Okay, thanks. I'm just going to ask a few more questions to figure out what's the best way to help you through this. ",,,,,,,,It's a great feeling. How about I reccomend a protocol to you to make sure you treasure this positive feeling? I hope it could inspire you and brighten your day even more.,,Sorry about that. Which of the emotions off this list best describes what you are experiencing? ,I look forward to more fruitful engagements with you in the future. ,So this is what I would like to recommend to you today. Would you like to choose one to try? ,,"Thank you very much for taking this protocol. Now that you have worked through the protocol, could you say whether you feel better or worse than you did before starting? I hope it did help. ",Great! Shall we try another? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you be open to trying a different protocol? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Is there something in particular that caused your feeling? ",,,,"Okay, thanks. Shall we talk further to help me understand how I can support you in your situation? ",,,,,,,,It's a great feeling. How about I reccomend a protocol to you to make sure you treasure this positive feeling? ,,Sorry about that. Can you let me know how you feel by choosing the correct emotion from the list below? ,"I'm looking forward to seeing you again soon, take care. ",So this is what I would like to recommend to you today. Please select the one which you think is best suited for you. ,,"Thank you very much for taking this protocol. Now that you have worked through the protocol, could you say whether you feel better or worse than you did before starting? I hope it has helped. ",Great! Shall we try another? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you be open to trying a different protocol? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Did something happen that made you feel anxious? Don't worry, we will try and work it out.",,,,"Okay, thanks. So if it's okay, let me ask some questions to try and understand things a little more. ",,,,,,,,It's a great feeling. I actually have some beneficial protocols you could try. I hope it could inspire you and brighten your day even more.,,"Sorry about that. Could you please select from the emotions below the one that best reflects what you are feeling, so I can understand it better? ",I hope to see you soon. ,So this is what I would like to recommend to you today. Please tell me which protocol you would like to try. ,,"Thank you very much for taking this protocol. Now that you have worked through the protocol, could you say whether you feel better or worse than you did before starting? I hope that it will have been of benefit to you. ",Great! Would you like to continue and pick another protocol? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Shall we try another? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Did something happen that made you feel anxious? ",,,,"Okay, thanks. Do you mind if I ask you a few more questions? ",,,,,,,,It's a great feeling. I actually have some beneficial protocols you could try. ,,Sorry about that. Could you please help me by selecting the option from the list that best matches how you're feeling? ,I look forward to seeing you in the near future. ,So this is what I would like to recommend to you today. Please select the protocol that you would like to try: ,,"Thank you very much for taking this protocol. Now that you have worked through the protocol, could you say whether you feel better or worse than you did before starting? ",Great! Would you like to continue and pick another protocol? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Shall we try another? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Do you think that there is something specific, something that has happened, that is causing this feeling? Don't worry, we will try and work it out.",,,,"Okay, thanks. If I may, I'd like to ask you some more questions, if that is OK with you. ",,,,,,,,It's a great feeling. Would you like to try a protocol to match your mood? I hope it could inspire you and brighten your day even more.,,Sorry about that. Would you kindly choose from the list below how you are actually feeling? ,I look forward to another session soon. ,So this is what I would like to recommend to you today. It's your choice which protocol you want to follow. ,,Thank you very much for taking this protocol. Do you think this helped you feel better or made you feel worse? I hope it did help. ,Great! Would you like to attempt another protocol? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to try a different protocol? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Do you think that there is something specific, something that has happened, that is causing this feeling? ",,,,"Okay, thanks. Do you mind if I ask you some more questions? ",,,,,,,,It's a great feeling. Would you like to try a protocol to match your mood? ,,"Sorry about that. Just to avoid any further confusion, please select from the emotions below the one that best reflect your current feelings: ","I hope I will see you soon, bye! ",So this is what I would like to recommend to you today. Which of the following would you like to explore? ,,Thank you very much for taking this protocol. Do you think this helped you feel better or made you feel worse? I hope it has helped. ,Great! Would you like to attempt another protocol? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to try a different protocol? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Is there something causing you to feel this way? Don't worry, we will try and work it out.",,,,"Okay, thanks. I'd now like to move on and ask you some more questions to better understand your feelings at the moment. ",,,,,,,,It's a great feeling. Would you like to try a protocol? I hope it could inspire you and brighten your day even more.,,"Sorry about that. Please tell me, which of these emotions below are you experiencing? ",,So this is what I would like to recommend to you today. Which protocol would you like to try? ,,Thank you very much for taking this protocol. Do you think this helped you feel better or made you feel worse? I hope that it will have been of benefit to you. ,Great! Would you like to attempt another one of the protocols? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to attempt another protocol? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Is there something causing you to feel this way? ",,,,"Okay, thanks. Can I ask a few questions to help me understand what's going on? ",,,,,,,,It's a great feeling. Would you like to try a protocol? ,,"Sorry about that. Which of these emotions are you feeling currently, in your opinion? ",,So this is what I would like to recommend to you today. Could you look through them and tell me which one you think would be most beneficial for you and that you would like to try? ,,Thank you very much for taking this protocol. Do you think this helped you feel better or made you feel worse? ,Great! Would you like to attempt another one of the protocols? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to attempt another protocol? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Did something happen to you? Don't worry, we will try and work it out.",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. Would you like to talk some more so that I can provide some useful suggestions to you? ",,,,,,,,It's a great feeling. There is a protocol I can recommend that can help enhance how you're feeling. I hope it could inspire you and brighten your day even more.,,"Oh my bad, sorry; I misinterpreted the signals. Would you like to pick out the kind of emotion you are feeling from this list? ",,Following our discussion I have made a list of the protocols I would like to recommend to you. I'd be interested to know which protocol you would like to try. ,,"Thank you very much for taking this protocol. If you think about how you felt before taking it and how you feel now, would you say you feel better or worse? I hope it did help. ",Great! Would you like to try another one of the protocols as well? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. How about we try a different one? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Did something happen to you? ",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. May I ask you some more questions, so that hopefully I can help you deal with this negative feeling? ",,,,,,,,It's a great feeling. There is a protocol I can recommend that can help enhance how you're feeling. ,,"Oh my bad, sorry; I misinterpreted the signals. Please give me a bit of help to make sure I do understand, you can select from this list of emotions the one that best describes what you're feeling: ",,Following our discussion I have made a list of the protocols I would like to recommend to you. Would you like to select one? ,,"Thank you very much for taking this protocol. If you think about how you felt before taking it and how you feel now, would you say you feel better or worse? I hope it has helped. ",Great! Would you like to try another one of the protocols as well? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. How about we try a different one? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Do you mind if I ask you whether a particular event or issue has caused your anxiety? Don't worry, we will try and work it out.",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. To understand your situation more clearly I would like to ask you some more questions. ",,,,,,,,"It's a great feeling. May I suggest a protocol to help enhance and maintain good feelings, it may really help? I hope it could inspire you and brighten your day even more.",,"Oh my bad, sorry; I misinterpreted the signals. What emotion would you say you are feeling at the moment? ",,Following our discussion I have made a list of the protocols I would like to recommend to you. Would you be kind enough to look at them and select a protocol which you would like to attempt? ,,"Thank you very much for taking this protocol. If you think about how you felt before taking it and how you feel now, would you say you feel better or worse? I hope that it will have been of benefit to you. ",Great! Would you like to try another protocol? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to try another protocol? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Do you mind if I ask you whether a particular event or issue has caused your anxiety? ",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. Is it OK if I continue to ask you some more questions so I can get a clearer understanding of your situation? ",,,,,,,,"It's a great feeling. May I suggest a protocol to help enhance and maintain good feelings, it may really help? ",,"Oh my bad, sorry; I misinterpreted the signals. Please read the below emotions and select the one that best fits how you feel: ",,Following our discussion I have made a list of the protocols I would like to recommend to you. Feel free to pick which protocol you'd like to try. ,,"Thank you very much for taking this protocol. If you think about how you felt before taking it and how you feel now, would you say you feel better or worse? ",Great! Would you like to try another protocol? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to try another protocol? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Was this feeling caused by something beyond your control? Don't worry, we will try and work it out.",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. I'm just going to ask a few more questions to figure out what's the best way to help you through this. ",,,,,,,,"It's a great feeling. Feeling happy/content is something we all want to maintain, so may I recommend a therapeutic protocol you may use to enhance and maintain that positive feeling? I hope it could inspire you and brighten your day even more.",,"Oh my bad, sorry; I misinterpreted the signals. Which of the emotions off this list best describes what you are experiencing? ",,Following our discussion I have made a list of the protocols I would like to recommend to you. Would you like to choose one to try? ,,"Thank you very much for taking this protocol. How would you say you feel now, better or worse? I hope it did help. ",Great! Would you like to also try a different one? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to try another? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Was this feeling caused by something beyond your control? ",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. Shall we talk further to help me understand how I can support you in your situation? ",,,,,,,,"It's a great feeling. Feeling happy/content is something we all want to maintain, so may I recommend a therapeutic protocol you may use to enhance and maintain that positive feeling? ",,"Oh my bad, sorry; I misinterpreted the signals. Can you let me know how you feel by choosing the correct emotion from the list below? ",,Following our discussion I have made a list of the protocols I would like to recommend to you. Please select the one which you think is best suited for you. ,,"Thank you very much for taking this protocol. How would you say you feel now, better or worse? I hope it has helped. ",Great! Would you like to also try a different one? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to try another? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. What happened, did something in particular upset you? Don't worry, we will try and work it out.",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. So if it's okay, let me ask some questions to try and understand things a little more. ",,,,,,,,"It's a great feeling. I could still recommend a protocol that can help build on this good feeling, if you would like to hear about it. I hope it could inspire you and brighten your day even more.",,"Oh my bad, sorry; I misinterpreted the signals. Could you please select from the emotions below the one that best reflects what you are feeling, so I can understand it better? ",,Following our discussion I have made a list of the protocols I would like to recommend to you. Please tell me which protocol you would like to try. ,,"Thank you very much for taking this protocol. How would you say you feel now, better or worse? I hope that it will have been of benefit to you. ",Great! Would you like to try an additional protocol? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. We could work through some other protocol, if you like. "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. What happened, did something in particular upset you? ",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. Do you mind if I ask you a few more questions? ",,,,,,,,"It's a great feeling. I could still recommend a protocol that can help build on this good feeling, if you would like to hear about it. ",,"Oh my bad, sorry; I misinterpreted the signals. Could you please help me by selecting the option from the list that best matches how you're feeling? ",,Following our discussion I have made a list of the protocols I would like to recommend to you. Please select the protocol that you would like to try: ,,"Thank you very much for taking this protocol. How would you say you feel now, better or worse? ",Great! Would you like to try an additional protocol? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. We could work through some other protocol, if you like. "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Is there anything in particular that made you feel like this? Don't worry, we will try and work it out.",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. If I may, I'd like to ask you some more questions, if that is OK with you. ",,,,,,,,It's a great feeling. Can I recommend a protocol to enhance that? I hope it could inspire you and brighten your day even more.,,"Oh my bad, sorry; I misinterpreted the signals. Would you kindly choose from the list below how you are actually feeling? ",,Following our discussion I have made a list of the protocols I would like to recommend to you. It's your choice which protocol you want to follow. ,,Thank you very much for taking this protocol. How do you feel after doing this protocol? I hope it did help. ,"Great! Do you think it would be helpful if you were to attempt another protocol and if so, would you like to try another one now? ","It's a shame that one didn't work for you, but we will find a protocol that does work. What about trying a different protocol and seeing if that makes you feel better? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Is there anything in particular that made you feel like this? ",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. Do you mind if I ask you some more questions? ",,,,,,,,It's a great feeling. Can I recommend a protocol to enhance that? ,,"Oh my bad, sorry; I misinterpreted the signals. Just to avoid any further confusion, please select from the emotions below the one that best reflect your current feelings: ",,Following our discussion I have made a list of the protocols I would like to recommend to you. Which of the following would you like to explore? ,,Thank you very much for taking this protocol. How do you feel after doing this protocol? I hope it has helped. ,"Great! Do you think it would be helpful if you were to attempt another protocol and if so, would you like to try another one now? ","It's a shame that one didn't work for you, but we will find a protocol that does work. What about trying a different protocol and seeing if that makes you feel better? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Was there anything in particular that caused you to feel this way? Don't worry, we will try and work it out.",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. I'd now like to move on and ask you some more questions to better understand your feelings at the moment. ",,,,,,,,It's a great feeling. May I recommend a protocol that is suitable for your current mood? I hope it could inspire you and brighten your day even more.,,"Oh my bad, sorry; I misinterpreted the signals. Please tell me, which of these emotions below are you experiencing? ",,Following our discussion I have made a list of the protocols I would like to recommend to you. Which protocol would you like to try? ,,Thank you very much for taking this protocol. How do you feel after doing this protocol? I hope that it will have been of benefit to you. ,Great! Do you think you might like to do another protocol? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to attempt another one which hopefully will be much more helpful to you? "
,,,,,,,,,,,,,,,,,,,,,,,,"Oh, I am sorry to hear you are feeling anxious. Was there anything in particular that caused you to feel this way? ",,,,"Thanks for sharing this with me, I appreciate that it's hard and upsetting for you. Can I ask a few questions to help me understand what's going on? ",,,,,,,,It's a great feeling. May I recommend a protocol that is suitable for your current mood? ,,"Oh my bad, sorry; I misinterpreted the signals. Which of these emotions are you feeling currently, in your opinion? ",,Following our discussion I have made a list of the protocols I would like to recommend to you. Could you look through them and tell me which one you think would be most beneficial for you and that you would like to try? ,,Thank you very much for taking this protocol. How do you feel after doing this protocol? ,Great! Do you think you might like to do another protocol? ,"It's a shame that one didn't work for you, but we will find a protocol that does work. Would you like to attempt another one which hopefully will be much more helpful to you? "
